Most used words by Yelawolf: 
1143. shotgun - 10 uses.
1144. wine - 10 uses.
1145. calling - 10 uses.
1146. motor - 10 uses.
1147. soon - 10 uses.
1148. hoe - 10 uses.
1149. system - 10 uses.
1150. sell - 10 uses.
1151. frame - 10 uses.
1152. bust - 10 uses.
1153. ahead - 10 uses.
1154. bear - 10 uses.
1155. model - 10 uses.
1156. fifth - 10 uses.
1157. gift - 10 uses.
1158. state - 10 uses.
1159. bone - 10 uses.
1160. eminem - 10 uses.
1161. degrees - 10 uses.
1162. oak - 10 uses.
1163. attention - 10 uses.
1164. knife - 10 uses.
1165. suck - 10 uses.
1166. suit - 10 uses.
1167. mothers - 10 uses.
1168. pour - 10 uses.
1169. poor - 10 uses.
1170. funky - 10 uses.
1171. sheets - 10 uses.
1172. public - 10 uses.
1173. nashville - 10 uses.
1174. instead - 10 uses.
1175. somebodys - 10 uses.
1176. electric - 10 uses.
1177. partying - 10 uses.
1178. inch - 10 uses.
1179. u - 10 uses.
1180. rains - 10 uses.
1181. forever… - 10 uses.
1182. billys - 9 uses.
1183. mask - 9 uses.
1184. mark - 9 uses.
1185. fair - 9 uses.
1186. lifes - 9 uses.
1187. dice - 9 uses.
1188. lip - 9 uses.
1189. race - 9 uses.
1190. ego - 9 uses.
1191. lock - 9 uses.
1192. minds - 9 uses.
1193. needs - 9 uses.
1194. sounds - 9 uses.
1195. ate - 9 uses.
1196. swimming - 9 uses.
1197. ocean - 9 uses.
1198. hammer - 9 uses.
1199. anyway - 9 uses.
1200. ticket - 9 uses.
1201. kept - 9 uses.
1202. months - 9 uses.
1203. less - 9 uses.
1204. flower - 9 uses.
1205. attitude - 9 uses.
1206. seven - 9 uses.
1207. favorite - 9 uses.
1208. guts - 9 uses.
1209. dash - 9 uses.
1210. jumped - 9 uses.
1211. preacher - 9 uses.
1212. passed - 9 uses.
1213. ‘bout - 9 uses.
1214. flop - 9 uses.
1215. choppin - 9 uses.
1216. pounds - 9 uses.
1217. double - 9 uses.
1218. beef - 9 uses.
1219. pigs - 9 uses.
1220. internet - 9 uses.
1221. soap - 9 uses.
1222. rapping - 9 uses.
1223. shut - 9 uses.
1224. asshole - 9 uses.
1225. boo - 9 uses.
1226. golden - 9 uses.
1227. upon - 9 uses.
1228. leaning - 9 uses.
1229. later - 9 uses.
1230. bunch - 9 uses.
1231. chrome - 9 uses.
1232. cans - 9 uses.
1233. stack - 9 uses.
1234. studio - 9 uses.
1235. movie - 9 uses.
1236. naw - 9 uses.
1237. steady - 9 uses.
1238. louder - 9 uses.
1239. candy - 9 uses.
1240. trippin - 9 uses.
1241. pardon - 9 uses.
1242. balls - 9 uses.
1243. mop - 9 uses.
1244. yesterday - 9 uses.
1245. shade - 9 uses.
1246. mafia - 9 uses.
1247. fucker - 9 uses.
1248. wicked - 9 uses.
1249. fist - 9 uses.
1250. pro - 9 uses.
1251. labels - 9 uses.
1252. twelve - 9 uses.
1253. worry - 9 uses.
1254. teach - 9 uses.
1255. earn - 9 uses.
1256. view - 9 uses.
1257. patience - 9 uses.
1258. lies - 9 uses.
1259. bowties - 9 uses.
1260. coat - 9 uses.
1261. shouldnt - 9 uses.
1262. feather - 9 uses.
1263. chop - 9 uses.
1264. palm - 9 uses.
1265. yelling - 9 uses.
1266. haha - 9 uses.
1267. salt - 9 uses.
1268. tote - 9 uses.
1269. lying - 9 uses.
1270. runs - 9 uses.
1271. cannot - 9 uses.
1272. shoulda - 9 uses.
1273. birthday - 9 uses.
1274. stains - 9 uses.
1275. suede - 9 uses.
1276. pussies - 9 uses.
1277. aboard - 9 uses.
1278. dior - 9 uses.
1279. mink - 9 uses.
1280. roots - 9 uses.
1281. channel - 9 uses.
1282. alley - 9 uses.
1283. stayed - 9 uses.
1284. gangster - 9 uses.
1285. fatt - 9 uses.
1286. mothafucka - 9 uses.
1287. suppose - 9 uses.
1288. pitch - 9 uses.
1289. bound - 9 uses.
1290. victim - 8 uses.
1291. success - 8 uses.
1292. ceiling - 8 uses.
1293. student - 8 uses.
1294. different - 8 uses.
1295. lick - 8 uses.
1296. pictures - 8 uses.
1297. nervous - 8 uses.
1298. christmas - 8 uses.
1299. pourin - 8 uses.
1300. slums - 8 uses.
1301. shelf - 8 uses.
1302. voice - 8 uses.
1303. takes - 8 uses.
1304. crime - 8 uses.
1305. cracked - 8 uses.
1306. obvious - 8 uses.
1307. tracks - 8 uses.
1308. stomach - 8 uses.
1309. moves - 8 uses.
1310. holla - 8 uses.
1311. bat - 8 uses.
1312. funk - 8 uses.
1313. simple - 8 uses.
1314. mess - 8 uses.
1315. pray - 8 uses.
1316. river - 8 uses.
1317. stackin - 8 uses.
1318. product - 8 uses.
1319. pool - 8 uses.
1320. dime - 8 uses.
1321. lucky - 8 uses.
1322. purse - 8 uses.
1323. bob - 8 uses.
1324. ‘cuz - 8 uses.
1325. cups - 8 uses.
1326. sobriety - 8 uses.
1327. leanin - 8 uses.
1328. walked - 8 uses.
1329. rappin - 8 uses.
1330. bury - 8 uses.
1331. order - 8 uses.
1332. drank - 8 uses.
1333. lake - 8 uses.
1334. bend - 8 uses.
1335. fifty - 8 uses.
1336. spoon - 8 uses.
1337. sheep - 8 uses.
1338. twice - 8 uses.
1339. hater - 8 uses.
1340. crawl - 8 uses.
1341. date - 8 uses.
1342. moonshine - 8 uses.
1343. proof - 8 uses.
1344. cares - 8 uses.
1345. pole - 8 uses.
1346. rise - 8 uses.
1347. plan - 8 uses.
1348. sea - 8 uses.
1349. midnight - 8 uses.
1350. scary - 8 uses.
1351. cereal - 8 uses.
1352. along - 8 uses.
1353. dollars - 8 uses.
1354. takin - 8 uses.
1355. givin - 8 uses.
1356. afraid - 8 uses.
1357. idea - 8 uses.
1358. looks - 8 uses.
1359. owe - 8 uses.
1360. opened - 8 uses.
1361. closed - 8 uses.
1362. foot - 8 uses.
1363. wrote - 8 uses.
1364. jumping - 8 uses.
1365. leg - 8 uses.
1366. sober - 8 uses.
1367. yep - 8 uses.
1368. cheese - 8 uses.
1369. west - 8 uses.
1370. list - 8 uses.
1371. juice - 8 uses.
1372. lives - 8 uses.
1373. between - 8 uses.
1374. theyll - 8 uses.
1375. themselves - 8 uses.
1376. shoe - 8 uses.
1377. peel - 8 uses.
1378. sign - 8 uses.
1379. missing - 8 uses.
1380. choice - 8 uses.
1381. aim - 8 uses.
1382. layin - 8 uses.
1383. pile - 8 uses.
1384. click - 8 uses.
1385. hours - 8 uses.
1386. blind - 8 uses.
1387. coke - 8 uses.
1388. wraaa - 8 uses.
1389. ship - 8 uses.
1390. trashy - 8 uses.
1391. 51-5-0 - 8 uses.
1392. homies - 8 uses.
1393. dig - 8 uses.
1394. tied - 8 uses.
1395. rockin - 8 uses.
1396. higher - 8 uses.
1397. renegades - 8 uses.
1398. factory - 8 uses.
1399. summer - 8 uses.
1400. classic - 8 uses.
1401. died - 8 uses.
1402. breaks - 8 uses.
1403. mossy - 8 uses.
1404. rolls - 8 uses.
1405. sleepin - 8 uses.
1406. penny - 8 uses.
1407. strong - 8 uses.
1408. means - 8 uses.
1409. crimson - 8 uses.
1410. dreaming - 8 uses.
1411. sad - 8 uses.
1412. psycho - 8 uses.
1413. trust - 8 uses.
1414. flying - 8 uses.
1415. tide - 8 uses.
1416. insane - 8 uses.
1417. spin - 8 uses.
1418. mamma - 8 uses.
1419. airball - 8 uses.
1420. tiptoeing - 8 uses.
1421. dragging - 8 uses.
1422. noise - 8 uses.
1423. flags - 8 uses.
1424. redneck - 8 uses.
1425. secret - 8 uses.
1426. dying - 8 uses.
1427. covered - 8 uses.
1428. mastermind - 8 uses.
1429. bullets - 8 uses.
1430. stakes - 8 uses.
1431. boring - 8 uses.
1432. chuck - 8 uses.
1433. veins - 8 uses.
1434. jeepers - 8 uses.
1435. rag - 8 uses.
1436. stiff - 8 uses.
1437. o-o-o-o-o-on - 8 uses.
1438. go-o-o-o-o-on - 8 uses.
1439. homeward - 8 uses.
1440. tattoo - 7 uses.
1441. hungry - 7 uses.
1442. card - 7 uses.
1443. cap - 7 uses.
1444. shape - 7 uses.
1445. losing - 7 uses.
1446. dough - 7 uses.
1447. mornin - 7 uses.
1448. written - 7 uses.
1449. nails - 7 uses.
1450. fit - 7 uses.
1451. filled - 7 uses.
1452. thick - 7 uses.
1453. mountain - 7 uses.
1454. shadows - 7 uses.
1455. hangin - 7 uses.
1456. paddle - 7 uses.
1457. fear - 7 uses.
1458. heaven - 7 uses.
1459. doesnt - 7 uses.
1460. whatcha - 7 uses.
1461. rose - 7 uses.
1462. waves - 7 uses.
1463. 808s - 7 uses.
1464. sink - 7 uses.
1465. cop - 7 uses.
1466. stepping - 7 uses.
1467. tray - 7 uses.
1468. hippies - 7 uses.
1469. folded - 7 uses.
1470. countin - 7 uses.
1471. crutch - 7 uses.
1472. cook - 7 uses.
1473. sight - 7 uses.
1474. drought - 7 uses.
1475. bags - 7 uses.
1476. complain - 7 uses.
1477. twist - 7 uses.
1478. hearts - 7 uses.
1479. crib - 7 uses.
1480. culture - 7 uses.
1481. whether - 7 uses.
1482. except - 7 uses.
1483. heater - 7 uses.
1484. yup - 7 uses.
1485. raw - 7 uses.
1486. signed - 7 uses.
1487. happened - 7 uses.
1488. blunt - 7 uses.
1489. chance - 7 uses.
1490. tooth - 7 uses.
1491. skull - 7 uses.
1492. beverly - 7 uses.
1493. steppin - 7 uses.
1494. hotter - 7 uses.
1495. sword - 7 uses.
1496. swinging - 7 uses.
1497. goons - 7 uses.
1498. welcome - 7 uses.
1499. bush - 7 uses.
1500. needle - 7 uses.
1501. brand - 7 uses.
1502. slide - 7 uses.
1503. pinto - 7 uses.
1504. pine - 7 uses.
1505. bein - 7 uses.
1506. meant - 7 uses.
1507. talent - 7 uses.
1508. wondering - 7 uses.
1509. packed - 7 uses.
1510. understand - 7 uses.
1511. tornado - 7 uses.
1512. neighborhood - 7 uses.
1513. ways - 7 uses.
1514. children - 7 uses.
1515. choose - 7 uses.
1516. tilted - 7 uses.
1517. wrap - 7 uses.
1518. highway - 7 uses.
1519. slut - 7 uses.
1520. legs - 7 uses.
1521. supposed - 7 uses.
1522. triple - 7 uses.
1523. putting - 7 uses.
1524. rewind - 7 uses.
1525. peep - 7 uses.
1526. budget - 7 uses.
1527. feels - 7 uses.
1528. rubber - 7 uses.
1529. mwa - 7 uses.
1530. iii - 7 uses.
1531. flipping - 7 uses.
1532. thoughts - 7 uses.
1533. mom - 7 uses.
1534. tripping - 7 uses.
1535. vibe - 7 uses.
1536. sir - 7 uses.
1537. married - 7 uses.
1538. friday - 7 uses.
1539. daddies - 7 uses.
1540. government - 7 uses.
1541. oclock - 7 uses.
1542. nickel - 7 uses.
1543. snow - 7 uses.
1544. horse - 7 uses.
1545. names - 7 uses.
1546. killing - 7 uses.
1547. breakin - 7 uses.
1548. law - 7 uses.
1549. chopper - 7 uses.
1550. fools - 7 uses.
1551. finna - 7 uses.
1552. dawg - 7 uses.
1553. against - 7 uses.
1554. maybach - 7 uses.
1555. hotel - 7 uses.
1556. daughters - 7 uses.
1557. runaways - 7 uses.
1558. homes - 7 uses.
1559. twenty - 7 uses.
1560. radioactive - 7 uses.
1561. runner - 7 uses.
1562. bow - 7 uses.
1563. tune - 7 uses.
1564. county - 7 uses.
1565. windows - 7 uses.
1566. funky-ass - 7 uses.
1567. ditch - 7 uses.
1568. ay - 7 uses.
1569. sense - 7 uses.
1570. mini - 7 uses.
1571. fucka - 7 uses.
1572. worked - 7 uses.
1573. bright - 7 uses.
1574. arms - 7 uses.
1575. woo - 7 uses.
1576. beating - 7 uses.
1577. bro - 7 uses.
1578. telling - 7 uses.
1579. travis - 7 uses.
1580. rob - 7 uses.
1581. growing - 7 uses.
1582. luck - 7 uses.
1583. message - 7 uses.
1584. guy - 7 uses.
1585. mustve - 7 uses.
1586. hour - 7 uses.
1587. hardly - 7 uses.
1588. wrist - 7 uses.
1589. drug - 7 uses.
1590. 8 - 7 uses.
1591. create - 7 uses.
1592. meal - 7 uses.
1593. memories - 7 uses.
1594. building - 7 uses.
1595. group - 7 uses.
1596. daylight - 7 uses.
1597. blues - 7 uses.
1598. panties - 7 uses.
1599. tv - 7 uses.
1600. deck - 7 uses.
1601. kings - 7 uses.
1602. falls - 7 uses.
1603. dealing - 7 uses.
1604. joke - 7 uses.
1605. grin - 7 uses.
1606. keeps - 7 uses.
1607. – - 7 uses.
1608. zone - 7 uses.
1609. beam - 7 uses.
1610. turnt - 7 uses.
1611. bother - 7 uses.
1612. ms - 7 uses.
1613. sofa - 6 uses.
1614. whoop— - 6 uses.
1615. uh-oh - 6 uses.
1616. microphone - 6 uses.
1617. york - 6 uses.
1618. minus - 6 uses.
1619. drippin - 6 uses.
1620. realize - 6 uses.
1621. cookin - 6 uses.
1622. jam - 6 uses.
1623. collect - 6 uses.
1624. focused - 6 uses.
1625. shows - 6 uses.
1626. records - 6 uses.
1627. criminals - 6 uses.
1628. support - 6 uses.
1629. bombs - 6 uses.
1630. pin - 6 uses.
1631. bomb - 6 uses.
1632. popping - 6 uses.
1633. pops - 6 uses.
1634. glue - 6 uses.
1635. showed - 6 uses.
1636. trees - 6 uses.
1637. youth - 6 uses.
1638. says - 6 uses.
1639. seal - 6 uses.
1640. naked - 6 uses.
1641. waste - 6 uses.
1642. shakin - 6 uses.
1643. tom - 6 uses.
1644. velvet - 6 uses.
1645. painting - 6 uses.
1646. heroin - 6 uses.
1647. profit - 6 uses.
1648. betty - 6 uses.
1649. trappin - 6 uses.
1650. motel - 6 uses.
1651. bon - 6 uses.
1652. jovi - 6 uses.
1653. airwaves - 6 uses.
1654. 18 - 6 uses.
1655. duffle - 6 uses.
1656. magazine - 6 uses.
1657. vibrate - 6 uses.
1658. nightmare - 6 uses.
1659. lyin - 6 uses.
1660. demons - 6 uses.
1661. cuss - 6 uses.
1662. wash - 6 uses.
1663. taught - 6 uses.
1664. faith - 6 uses.
1665. rhythm - 6 uses.
1666. prove - 6 uses.
1667. thunder - 6 uses.
1668. waters - 6 uses.
1669. lunch - 6 uses.
1670. reality - 6 uses.
1671. dance - 6 uses.
1672. slumafia - 6 uses.
1673. projects - 6 uses.
1674. disrespect - 6 uses.
1675. hah - 6 uses.
1676. bake - 6 uses.
1677. meat - 6 uses.
1678. swingin - 6 uses.
1679. prison - 6 uses.
1680. mcs - 6 uses.
1681. tone - 6 uses.
1682. pie - 6 uses.
1683. therell - 6 uses.
1684. motion - 6 uses.
1685. swag - 6 uses.
1686. fits - 6 uses.
1687. limp - 6 uses.
1688. cocked - 6 uses.
1689. fix - 6 uses.
1690. serve - 6 uses.
1691. main - 6 uses.
1692. fingers - 6 uses.
1693. c - 6 uses.
1694. stones - 6 uses.
1695. pants - 6 uses.
1696. literally - 6 uses.
1697. steps - 6 uses.
1698. escape - 6 uses.
1699. thousand - 6 uses.
1700. camera - 6 uses.
1701. thin - 6 uses.
1702. wheres - 6 uses.
1703. ‘cause - 6 uses.
1704. beach - 6 uses.
1705. direction - 6 uses.
1706. role - 6 uses.
1707. plenty - 6 uses.
1708. thanks - 6 uses.
1709. trial - 6 uses.
1710. bean - 6 uses.
1711. pissin - 6 uses.
1712. ladies - 6 uses.
1713. peanut - 6 uses.
1714. spokes - 6 uses.
1715. skirt - 6 uses.
1716. dress - 6 uses.
1717. honey - 6 uses.
1718. headed - 6 uses.
1719. lab - 6 uses.
1720. bait - 6 uses.
1721. fishy - 6 uses.
1722. chief - 6 uses.
1723. beautiful - 6 uses.
1724. rare - 6 uses.
1725. klever - 6 uses.
1726. dangerous - 6 uses.
1727. forgot - 6 uses.
1728. wiz - 6 uses.
1729. oil - 6 uses.
1730. bum - 6 uses.
1731. curb - 6 uses.
1732. trick - 6 uses.
1733. drip - 6 uses.
1734. gasoline - 6 uses.
1735. miles - 6 uses.
1736. dropping - 6 uses.
1737. battle - 6 uses.
1738. kicking - 6 uses.
1739. slim - 6 uses.
1740. muthafuckers - 6 uses.
1741. grind - 6 uses.
1742. cracks - 6 uses.
1743. code - 6 uses.
1744. holy - 6 uses.
1745. honda - 6 uses.
1746. wings - 6 uses.
1747. brings - 6 uses.
1748. having - 6 uses.
1749. workers - 6 uses.
1750. speaker - 6 uses.
1751. ash - 6 uses.
1752. grease - 6 uses.
1753. daily - 6 uses.
1754. rear - 6 uses.
1755. stripes - 6 uses.
1756. k - 6 uses.
1757. pickup - 6 uses.
1758. north - 6 uses.
1759. steal - 6 uses.
1760. glow - 6 uses.
1761. racks - 6 uses.
1762. owee - 6 uses.
1763. trail - 6 uses.
1764. others - 6 uses.
1765. las - 6 uses.
1766. named - 6 uses.
1767. gadsden - 6 uses.
1768. waffle - 6 uses.
1769. surface - 6 uses.
1770. pickin - 6 uses.
1771. strip - 6 uses.
1772. lid - 6 uses.
1773. mobile - 6 uses.
1774. thang - 6 uses.
1775. na - 6 uses.
1776. taken - 6 uses.
1777. pale - 6 uses.
1778. ideal - 6 uses.
1779. flick - 6 uses.
1780. packing - 6 uses.
1781. partners - 6 uses.
1782. somehow - 6 uses.
1783. ed - 6 uses.
1784. t - 6 uses.
1785. charge - 6 uses.
1786. below - 6 uses.
1787. backpack - 6 uses.
1788. pepper - 6 uses.
1789. glory - 6 uses.
1790. alabamas - 6 uses.
1791. player - 6 uses.
1792. ignore - 6 uses.
1793. cousin - 6 uses.
1794. winning - 6 uses.
1795. corona - 6 uses.
1796. prada - 6 uses.
1797. manners - 6 uses.
1798. sorrow - 6 uses.
1799. hearing - 6 uses.
1800. pow - 6 uses.
1801. outer - 6 uses.
1802. rocket - 6 uses.
1803. beans - 6 uses.
1804. crashed - 6 uses.
1805. risk - 6 uses.
1806. knee - 6 uses.
1807. trench - 6 uses.
1808. comeback - 6 uses.
1809. tickets - 6 uses.
1810. fallin - 6 uses.
1811. skate - 6 uses.
1812. reflection - 6 uses.
1813. facing - 6 uses.
1814. screaming - 6 uses.
1815. marshall - 6 uses.
1816. paying - 6 uses.
1817. bloody - 6 uses.
1818. dot - 6 uses.
1819. quote - 6 uses.
1820. graffiti - 6 uses.
1821. held - 6 uses.
1822. mans - 6 uses.
1823. serial - 6 uses.
1824. yous - 6 uses.
1825. gray - 6 uses.
1826. jon - 6 uses.
1827. verse - 6 uses.
1828. cozy - 6 uses.
1829. reem - 6 uses.
1830. pa - 6 uses.
1831. assume - 6 uses.
1832. knots - 6 uses.
1833. ohhhh - 6 uses.
1834. castle - 5 uses.
1835. bath - 5 uses.
1836. feelings - 5 uses.
1837. sinner - 5 uses.
1838. dinner - 5 uses.
1839. belly - 5 uses.
1840. pockets - 5 uses.
1841. tops - 5 uses.
1842. jumpin - 5 uses.
1843. add - 5 uses.
1844. gained - 5 uses.
1845. checks - 5 uses.
1846. committed - 5 uses.
1847. poison - 5 uses.
1848. prayer - 5 uses.
1849. fires - 5 uses.
1850. watchin - 5 uses.
1851. remain - 5 uses.
1852. sacks - 5 uses.
1853. cradle - 5 uses.
1854. basement - 5 uses.
1855. wasted - 5 uses.
1856. seals - 5 uses.
1857. rat - 5 uses.
1858. asleep - 5 uses.
1859. strapped - 5 uses.
1860. crossed - 5 uses.
1861. float - 5 uses.
1862. arm - 5 uses.
1863. rip - 5 uses.
1864. js - 5 uses.
1865. dew - 5 uses.
1866. saddle - 5 uses.
1867. lemon - 5 uses.
1868. everybodys - 5 uses.
1869. veteran - 5 uses.
1870. georgia - 5 uses.
1871. stamp - 5 uses.
1872. month - 5 uses.
1873. string - 5 uses.
1874. screams - 5 uses.
1875. worse - 5 uses.
1876. forgive - 5 uses.
1877. imagine - 5 uses.
1878. heavens - 5 uses.
1879. suds - 5 uses.
1880. bubbas - 5 uses.
1881. permanently - 5 uses.
1882. repping - 5 uses.
1883. cigarettes - 5 uses.
1884. nights - 5 uses.
1885. puddles - 5 uses.
1886. seeds - 5 uses.
1887. keeping - 5 uses.
1888. punch - 5 uses.
1889. pinky - 5 uses.
1890. bringin - 5 uses.
1891. wallet - 5 uses.
1892. crop - 5 uses.
1893. natural - 5 uses.
1894. asking - 5 uses.
1895. wal-mart - 5 uses.
1896. o - 5 uses.
1897. ink - 5 uses.
1898. buckle - 5 uses.
1899. mood - 5 uses.
1900. inner - 5 uses.
1901. aware - 5 uses.
1902. 50 - 5 uses.
1903. scream - 5 uses.
1904. rainbow - 5 uses.
1905. seed - 5 uses.
1906. parked - 5 uses.
1907. mob - 5 uses.
1908. corners - 5 uses.
1909. silly - 5 uses.
1910. silver - 5 uses.
1911. partner - 5 uses.
1912. lames - 5 uses.
1913. cord - 5 uses.
1914. puttin - 5 uses.
1915. holds - 5 uses.
1916. enjoy - 5 uses.
1917. ye - 5 uses.
1918. cake - 5 uses.
1919. santa - 5 uses.
1920. issue - 5 uses.
1921. moneys - 5 uses.
1922. elephant - 5 uses.
1923. brakes - 5 uses.
1924. vacation - 5 uses.
1925. tour - 5 uses.
1926. loop - 5 uses.
1927. waking - 5 uses.
1928. acting - 5 uses.
1929. sleeve - 5 uses.
1930. slaughter - 5 uses.
1931. lap - 5 uses.
1932. b - 5 uses.
1933. lyrically - 5 uses.
1934. damned - 5 uses.
1935. syllables - 5 uses.
1936. hurry - 5 uses.
1937. snakes - 5 uses.
1938. knowing - 5 uses.
1939. wouldve - 5 uses.
1940. cloud - 5 uses.
1941. read - 5 uses.
1942. looked - 5 uses.
1943. hoping - 5 uses.
1944. sharp - 5 uses.
1945. rough - 5 uses.
1946. cookies - 5 uses.
1947. anywhere - 5 uses.
1948. brew - 5 uses.
1949. seeing - 5 uses.
1950. college - 5 uses.
1951. strike - 5 uses.
1952. mc - 5 uses.
1953. dancing - 5 uses.
1954. taste - 5 uses.
1955. blew - 5 uses.
1956. freeze - 5 uses.
1957. stare - 5 uses.
1958. fucks - 5 uses.
1959. hid - 5 uses.
1960. coal - 5 uses.
1961. nowhere - 5 uses.
1962. form - 5 uses.
1963. 99 - 5 uses.
1964. styles - 5 uses.
1965. suckers - 5 uses.
1966. thinks - 5 uses.
1967. fuse - 5 uses.
1968. toy - 5 uses.
1969. dare - 5 uses.
1970. reppin - 5 uses.
1971. tired - 5 uses.
1972. folk - 5 uses.
1973. duck - 5 uses.
1974. feast - 5 uses.
1975. tube - 5 uses.
1976. trains - 5 uses.
1977. likes - 5 uses.
1978. magazines - 5 uses.
1979. d-boys - 5 uses.
1980. wed - 5 uses.
1981. apartment - 5 uses.
1982. planet - 5 uses.
1983. smart - 5 uses.
1984. wherever - 5 uses.
1985. bustin - 5 uses.
1986. burning - 5 uses.
1987. thunderbird - 5 uses.
1988. glove - 5 uses.
1989. average - 5 uses.
1990. crooks - 5 uses.
1991. court - 5 uses.
1992. callin - 5 uses.
1993. simply - 5 uses.
1994. packin - 5 uses.
1995. rittz - 5 uses.
1996. ditches - 5 uses.
1997. tongue - 5 uses.
1998. chili - 5 uses.
1999. exit - 5 uses.
2000. sigh - 5 uses.
2001. punks - 5 uses.
2002. jet - 5 uses.
2003. chevrolets - 5 uses.
2004. almost - 5 uses.
2005. lyrics - 5 uses.
2006. piggy - 5 uses.
2007. cock - 5 uses.
2008. hunnid - 5 uses.
2009. log - 5 uses.
2010. screw - 5 uses.
2011. spoken - 5 uses.
2012. nobodies - 5 uses.
2013. prisoners - 5 uses.
2014. florida - 5 uses.
2015. vegas - 5 uses.
2016. arrow - 5 uses.
